teamId,teamPosition,championName,win,kills,deaths,assists,visionScore,matchId,KDA,kill_participation
100,TOP,LeeSin,1,7,6,8,14,SG2_77480108,2.5,15
100,JUNGLE,Lillia,1,5,3,8,21,SG2_77480108,4.333333333333333,13
100,MIDDLE,Leblanc,1,5,4,8,14,SG2_77480108,3.25,13
100,BOTTOM,Zeri,1,13,5,7,18,SG2_77480108,4.0,20
100,UTILITY,Lulu,1,2,4,17,58,SG2_77480108,4.75,19
200,TOP,Volibear,0,1,10,3,12,SG2_77480108,0.4,4
200,JUNGLE,JarvanIV,0,5,5,7,13,SG2_77480108,2.4,12
200,MIDDLE,Akali,0,9,4,2,12,SG2_77480108,2.75,11
200,BOTTOM,Kaisa,0,4,7,3,9,SG2_77480108,1.0,7
200,UTILITY,Amumu,0,3,6,12,48,SG2_77480108,2.5,15
100,TOP,Camille,0,8,9,6,18,SG2_77288061,1.5555555555555556,14
100,JUNGLE,Khazix,0,8,8,9,25,SG2_77288061,2.125,17
100,MIDDLE,Lissandra,0,3,7,12,25,SG2_77288061,2.142857142857143,15
100,BOTTOM,KogMaw,0,12,10,10,15,SG2_77288061,2.2,22
100,UTILITY,Pantheon,0,4,12,15,63,SG2_77288061,1.5833333333333333,19
200,TOP,Riven,1,7,9,4,20,SG2_77288061,1.2222222222222223,11
200,JUNGLE,Belveth,1,14,4,16,26,SG2_77288061,7.5,30
200,MIDDLE,Ekko,1,11,6,14,19,SG2_77288061,4.166666666666667,25
